Date,Open,High,Low,Close,Adj Close,Volume
2018-02-28,1.400000,1.540000,1.380000,1.500000,1.500000,64100
2018-03-01,1.520000,1.550000,1.420000,1.480000,1.480000,50900
2018-03-02,1.480000,1.580000,1.460000,1.540000,1.540000,17900
2018-03-05,1.530000,1.590000,1.530000,1.580000,1.580000,30000
2018-03-06,1.580000,1.590000,1.530000,1.530000,1.530000,31500
2018-03-07,1.530000,1.560000,1.460000,1.460000,1.460000,319200
2018-03-08,1.470000,1.520000,1.470000,1.490000,1.490000,14100
2018-03-09,1.490000,1.490000,1.340000,1.440000,1.440000,75900
2018-03-12,1.440000,1.470000,1.390000,1.410000,1.410000,7700
2018-03-13,1.440000,1.440000,1.390000,1.420000,1.420000,31600
2018-03-14,1.360000,1.420000,1.360000,1.380000,1.380000,89100
2018-03-15,1.350000,1.390000,1.340000,1.360000,1.360000,31700
2018-03-16,1.360000,1.400000,1.330000,1.390000,1.390000,43700
2018-03-19,1.390000,1.400000,1.360000,1.380000,1.380000,29500
2018-03-20,1.380000,1.390000,1.370000,1.390000,1.390000,18300
2018-03-21,1.390000,1.410000,1.390000,1.410000,1.410000,9900
2018-03-22,1.400000,1.440000,1.400000,1.400000,1.400000,33600
2018-03-23,1.400000,1.450000,1.370000,1.440000,1.440000,11700
2018-03-26,1.440000,1.450000,1.370000,1.400000,1.400000,63500
2018-03-27,1.400000,1.410000,1.310000,1.330000,1.330000,42200
2018-03-28,1.300000,1.410000,1.280000,1.340000,1.340000,87700
2018-03-29,1.350000,1.390000,1.350000,1.360000,1.360000,34800
2018-04-02,1.370000,1.370000,1.260000,1.290000,1.290000,72100
2018-04-03,1.270000,1.320000,1.220000,1.270000,1.270000,82600
2018-04-04,1.280000,1.290000,1.240000,1.260000,1.260000,11400
2018-04-05,1.290000,1.290000,1.220000,1.230000,1.230000,10800
2018-04-06,1.230000,1.230000,1.170000,1.200000,1.200000,52600
2018-04-09,1.200000,1.270000,1.160000,1.260000,1.260000,13600
2018-04-10,1.270000,1.310000,1.270000,1.310000,1.310000,15100
2018-04-11,1.270000,1.370000,1.230000,1.270000,1.270000,7800
2018-04-12,1.260000,1.300000,1.230000,1.300000,1.300000,54600
2018-04-13,0.980000,1.150000,0.880000,1.110000,1.110000,1141700
2018-04-16,1.100000,1.120000,1.080000,1.100000,1.100000,188700
2018-04-17,1.120000,1.200000,1.090000,1.190000,1.190000,113000
2018-04-18,1.190000,1.200000,1.170000,1.180000,1.180000,57000
2018-04-19,1.170000,1.180000,1.120000,1.150000,1.150000,55400
2018-04-20,1.150000,1.240000,1.100000,1.230000,1.230000,128400
2018-04-23,1.250000,1.420000,1.210000,1.420000,1.420000,248800
2018-04-24,1.420000,1.420000,1.200000,1.280000,1.280000,193900
2018-04-25,1.290000,1.300000,1.190000,1.210000,1.210000,59000
2018-04-26,1.210000,1.270000,1.190000,1.210000,1.210000,194100
2018-04-27,1.220000,1.370000,1.220000,1.340000,1.340000,272600
2018-04-30,1.350000,1.380000,1.310000,1.350000,1.350000,94000
2018-05-01,1.360000,1.370000,1.300000,1.350000,1.350000,54300
2018-05-02,1.330000,1.380000,1.280000,1.310000,1.310000,95300
2018-05-03,1.310000,1.370000,1.240000,1.320000,1.320000,63600
2018-05-04,1.320000,1.330000,1.260000,1.300000,1.300000,25400
2018-05-07,1.300000,1.340000,1.270000,1.290000,1.290000,10800
2018-05-08,1.280000,1.300000,1.230000,1.230000,1.230000,24500
2018-05-09,1.200000,1.280000,1.200000,1.250000,1.250000,73600
2018-05-10,1.260000,1.290000,1.240000,1.270000,1.270000,31500
2018-05-11,1.280000,1.350000,1.260000,1.280000,1.280000,20100
2018-05-14,1.270000,1.290000,1.250000,1.270000,1.270000,14900
2018-05-15,1.260000,1.280000,1.160000,1.170000,1.170000,146900
2018-05-16,1.180000,1.210000,1.130000,1.170000,1.170000,76400
2018-05-17,1.170000,1.170000,1.120000,1.120000,1.120000,63400
2018-05-18,1.120000,1.150000,1.030000,1.070000,1.070000,99300
2018-05-21,1.070000,1.130000,1.030000,1.070000,1.070000,46200
2018-05-22,1.090000,1.100000,1.000000,1.030000,1.030000,85300
