Date,Open,High,Low,Close,Adj Close,Volume
2018-02-08,17.400000,17.500000,16.950001,17.000000,17.000000,79500
2018-02-09,17.150000,17.450001,16.700001,17.350000,17.350000,73200
2018-02-12,17.400000,17.620001,17.200001,17.250000,17.250000,57700
2018-02-13,17.049999,17.379999,17.000000,17.200001,17.200001,179200
2018-02-14,17.000000,17.250000,16.900000,17.000000,17.000000,228500
2018-02-15,17.200001,18.000000,17.049999,17.900000,17.900000,51600
2018-02-16,17.850000,18.549999,17.850000,18.250000,18.250000,33500
2018-02-20,18.200001,18.750000,17.900000,18.000000,18.000000,84500
2018-02-21,18.049999,18.799999,17.950001,18.400000,18.400000,46900
2018-02-22,18.500000,18.950001,18.500000,18.799999,18.799999,83900
2018-02-23,20.600000,26.900000,20.600000,25.799999,25.799999,866900
2018-02-26,26.000000,27.799999,25.850000,26.950001,26.950001,634000
2018-02-27,26.900000,27.600000,26.100000,26.400000,26.400000,304500
2018-02-28,26.549999,26.850000,25.730000,25.750000,25.750000,124300
2018-03-01,25.450001,26.000000,24.799999,24.950001,24.950001,161500
2018-03-02,24.700001,26.700001,24.400000,26.450001,26.450001,214200
2018-03-05,26.450001,27.000000,26.100000,26.299999,26.299999,137200
2018-03-06,26.299999,26.799999,25.950001,26.799999,26.799999,169700
2018-03-07,26.500000,27.299999,25.700001,25.799999,25.799999,226000
2018-03-08,26.000000,27.000000,25.150000,25.650000,25.650000,150600
2018-03-09,25.850000,26.549999,25.549999,26.150000,26.150000,87600
2018-03-12,26.200001,26.780001,25.600000,26.700001,26.700001,122600
2018-03-13,26.200001,26.780001,25.549999,25.799999,25.799999,154200
2018-03-14,26.000000,26.950001,24.900000,25.000000,25.000000,190400
2018-03-15,25.049999,25.250000,24.500000,24.650000,24.650000,248000
2018-03-16,24.600000,25.700001,24.450001,25.049999,25.049999,202400
2018-03-19,24.900000,25.549999,24.500000,25.400000,25.400000,125700
2018-03-20,25.549999,26.000000,24.750000,24.950001,24.950001,187700
2018-03-21,24.900000,25.150000,24.600000,24.750000,24.750000,76900
2018-03-22,24.500000,24.950001,24.000000,24.000000,24.000000,143700
2018-03-23,24.150000,24.700001,24.049999,24.250000,24.250000,177700
2018-03-26,24.549999,25.600000,24.400000,25.299999,25.299999,152000
2018-03-27,25.500000,25.500000,24.200001,24.350000,24.350000,152700
2018-03-28,24.450001,26.100000,24.400000,26.000000,26.000000,212000
2018-03-29,26.200001,29.000000,26.200001,28.549999,28.549999,316700
2018-04-02,28.549999,29.150000,28.049999,28.600000,28.600000,230100
2018-04-03,28.750000,29.200001,27.299999,28.000000,28.000000,246700
2018-04-04,27.450001,29.150000,27.350000,29.000000,29.000000,139500
2018-04-05,29.250000,29.250000,28.100000,28.250000,28.250000,152000
2018-04-06,28.049999,28.410000,27.299999,27.799999,27.799999,142000
2018-04-09,27.950001,28.330000,27.150000,27.250000,27.250000,134500
2018-04-10,27.650000,28.600000,27.100000,28.299999,28.299999,153500
2018-04-11,28.299999,31.049999,28.090000,30.500000,30.500000,350400
2018-04-12,30.650000,30.950001,29.750000,30.500000,30.500000,226100
2018-04-13,30.650000,31.900000,30.000000,31.100000,31.100000,181300
2018-04-16,31.250000,31.650000,30.549999,30.950001,30.950001,135400
2018-04-17,31.200001,31.799999,30.500000,30.700001,30.700001,134100
2018-04-18,30.850000,30.950001,29.950001,30.400000,30.400000,240200
2018-04-19,30.400000,30.500000,29.750000,30.049999,30.049999,57900
2018-04-20,30.150000,30.500000,29.799999,30.049999,30.049999,125300
2018-04-23,30.299999,30.900000,29.400000,29.750000,29.750000,207400
2018-04-24,29.950001,30.450001,28.850000,29.250000,29.250000,189300
2018-04-25,33.400002,37.450001,33.049999,37.099998,37.099998,1147600
2018-04-26,37.000000,37.099998,36.400002,36.599998,36.599998,405700
2018-04-27,36.099998,36.700001,35.200001,35.950001,35.950001,212900
2018-04-30,35.950001,36.849998,35.549999,35.849998,35.849998,240900
2018-05-01,35.750000,35.750000,34.200001,34.799999,34.799999,326500
2018-05-02,34.849998,36.080002,34.250000,35.400002,35.400002,266900
2018-05-03,35.200001,35.200001,34.400002,34.450001,34.450001,169400
2018-05-04,34.299999,35.049999,34.250000,34.500000,34.500000,181400
2018-05-07,34.750000,36.950001,34.450001,36.400002,36.400002,329400
2018-05-08,36.099998,36.400002,34.950001,36.000000,36.000000,197600
2018-05-09,36.200001,37.049999,35.900002,36.950001,36.950001,280600
2018-05-10,37.000000,39.049999,36.450001,38.400002,38.400002,304200
2018-05-11,38.349998,39.200001,37.500000,38.750000,38.750000,268100
2018-05-14,38.900002,39.950001,38.150002,38.500000,38.500000,160200
2018-05-15,38.099998,39.250000,36.900002,39.150002,39.150002,152500
2018-05-16,39.150002,39.500000,38.200001,38.700001,38.700001,137900
2018-05-17,38.750000,39.799999,38.750000,39.799999,39.799999,197700
2018-05-18,39.849998,40.400002,39.250000,40.299999,40.299999,241400
2018-05-21,40.450001,40.799999,39.599998,39.700001,39.700001,188300
2018-05-22,39.650002,40.000000,38.599998,39.500000,39.500000,113800
