Date,Open,High,Low,Close,Adj Close,Volume
2018-03-28,29.670000,30.480000,29.340000,29.969999,29.969999,54000
2018-03-29,30.200001,31.200001,29.770000,30.379999,30.379999,159800
2018-04-02,30.150000,30.150000,29.139999,29.750000,29.750000,37100
2018-04-03,29.969999,30.580000,29.410000,29.719999,29.719999,37500
2018-04-04,29.280001,29.820000,29.280001,29.690001,29.690001,43400
2018-04-05,29.950001,30.190001,29.770000,30.059999,30.059999,42000
2018-04-06,29.860001,30.190001,29.219999,29.480000,29.480000,41200
2018-04-09,29.639999,29.990000,29.299999,29.530001,29.530001,39500
2018-04-10,29.900000,29.900000,28.709999,29.660000,29.660000,49700
2018-04-11,29.559999,30.600000,29.559999,30.129999,30.129999,42700
2018-04-12,30.350000,30.790001,30.350000,30.500000,30.500000,26600
2018-04-13,30.680000,30.770000,30.059999,30.190001,30.190001,30500
2018-04-16,30.459999,31.000000,30.070000,30.840000,30.840000,20500
2018-04-17,31.070000,31.180000,30.740000,31.049999,31.049999,27800
2018-04-18,31.059999,31.799999,31.059999,31.360001,31.360001,20100
2018-04-19,31.209999,31.920000,31.209999,31.650000,31.650000,19000
2018-04-20,31.559999,31.889999,31.080000,31.379999,31.379999,20900
2018-04-23,31.570000,31.620001,30.969999,31.350000,31.350000,10700
2018-04-24,31.549999,31.590000,30.030001,30.610001,30.610001,34600
2018-04-25,30.620001,30.889999,30.180000,30.459999,30.459999,22400
2018-04-26,30.459999,30.549999,29.799999,29.969999,29.969999,19000
2018-04-27,30.090000,30.500000,29.240000,29.840000,29.840000,26900
2018-04-30,29.920000,30.020000,29.020000,29.090000,29.090000,24100
2018-05-01,29.129999,29.129999,27.870001,28.170000,28.170000,48800
2018-05-02,28.270000,29.059999,27.959999,28.559999,28.559999,31500
2018-05-03,28.510000,28.730000,28.010000,28.469999,28.469999,37500
2018-05-04,28.400000,29.570000,28.400000,29.270000,29.270000,43900
2018-05-07,29.750000,30.370001,29.490000,30.080000,30.080000,40600
2018-05-08,30.100000,31.879999,30.100000,31.680000,31.680000,40300
2018-05-09,31.790001,32.669998,31.770000,32.430000,32.430000,34800
2018-05-10,32.509998,32.880001,32.009998,32.630001,32.630001,28700
2018-05-11,32.470001,34.470001,31.340000,33.750000,33.750000,102600
2018-05-14,33.990002,33.990002,32.630001,32.900002,32.900002,52300
2018-05-15,32.759998,33.299999,32.150002,32.490002,32.490002,42500
2018-05-16,32.560001,33.320000,32.000000,32.070000,32.070000,68300
2018-05-17,32.189999,32.990002,32.169998,32.959999,32.959999,41900
2018-05-18,33.049999,33.770000,32.840000,33.250000,33.250000,52900
2018-05-21,33.459999,34.320000,33.220001,34.080002,34.080002,48400
2018-05-22,34.139999,34.139999,33.160000,33.160000,33.160000,53700
