Date,Open,High,Low,Close,Adj Close,Volume
2017-11-24,27.170000,27.170000,26.379999,26.850000,26.850000,30500
2017-11-27,26.770000,27.280001,26.750000,27.080000,27.080000,51000
2017-11-28,27.070000,28.020000,27.070000,27.860001,27.860001,48100
2017-11-29,27.780001,27.930000,27.160000,27.510000,27.510000,73400
2017-11-30,27.660000,28.320000,27.129999,27.969999,27.969999,112700
2017-12-01,27.889999,28.000000,27.209999,27.680000,27.680000,85400
2017-12-04,28.000000,28.490000,27.230000,27.340000,27.340000,78800
2017-12-05,27.459999,27.459999,26.770000,27.059999,27.059999,53700
2017-12-06,27.020000,27.490000,26.709999,26.920000,26.920000,48100
2017-12-07,26.990000,27.559999,26.930000,27.360001,27.360001,38900
2017-12-08,27.450001,27.450001,26.420000,26.850000,26.850000,95700
2017-12-11,26.950001,27.190001,26.629999,27.070000,27.070000,86800
2017-12-12,27.160000,27.510000,26.799999,26.940001,26.940001,55300
2017-12-13,26.900000,27.700001,26.879999,27.209999,27.209999,50200
2017-12-14,27.190001,27.299999,26.440001,26.549999,26.549999,30800
2017-12-15,26.650000,27.430000,26.299999,27.129999,27.129999,86700
2017-12-18,27.440001,27.920000,27.200001,27.559999,27.559999,30800
2017-12-19,27.670000,27.930000,26.980000,27.020000,27.020000,48900
2017-12-20,27.290001,28.570000,27.170000,28.280001,28.280001,56300
2017-12-21,28.420000,28.639999,27.639999,28.299999,28.299999,47200
2017-12-22,28.370001,28.420000,27.750000,28.010000,28.010000,39600
2017-12-26,27.959999,28.440001,27.959999,28.270000,28.270000,37600
2017-12-27,28.200001,28.440001,27.660000,28.049999,28.049999,36000
2017-12-28,28.139999,28.340000,28.059999,28.240000,28.240000,39300
2017-12-29,28.320000,28.889999,28.030001,28.450001,28.450001,70900
2018-01-02,28.440001,28.950001,28.280001,28.650000,28.650000,70900
2018-01-03,28.610001,28.830000,28.120001,28.520000,28.520000,66300
2018-01-04,28.559999,28.940001,28.270000,28.780001,28.780001,228100
2018-01-05,28.850000,28.850000,28.020000,28.400000,28.400000,72200
2018-01-08,28.330000,29.379999,27.680000,28.770000,28.770000,188100
2018-01-09,28.740000,29.049999,28.549999,28.580000,28.580000,45300
2018-01-10,28.510000,28.570000,28.059999,28.469999,28.469999,52800
2018-01-11,28.510000,29.340000,28.049999,29.080000,29.080000,58900
2018-01-12,29.150000,29.780001,28.910000,29.639999,29.639999,40200
2018-01-16,29.770000,30.400000,29.420000,29.540001,29.540001,76100
2018-01-17,29.719999,29.719999,28.760000,29.240000,29.240000,46400
2018-01-18,29.110001,29.500000,28.820000,29.219999,29.219999,60700
2018-01-19,29.200001,29.750000,28.809999,29.500000,29.500000,73600
2018-01-22,29.389999,29.389999,28.100000,28.270000,28.270000,68400
2018-01-23,28.129999,28.940001,28.100000,28.430000,28.430000,78600
2018-01-24,28.420000,29.160000,28.309999,28.750000,28.750000,61800
2018-01-25,28.930000,29.330000,28.190001,29.000000,29.000000,35000
2018-01-26,29.100000,29.430000,28.469999,29.280001,29.280001,40000
2018-01-29,29.270000,29.290001,28.820000,29.040001,29.040001,25700
2018-01-30,28.750000,28.969999,28.500000,28.790001,28.790001,35600
2018-01-31,28.959999,29.290001,28.590000,29.180000,29.180000,101200
2018-02-01,29.020000,29.780001,28.850000,29.510000,29.510000,56400
2018-02-02,29.450001,29.530001,28.150000,28.410000,28.410000,92500
2018-02-05,28.059999,28.590000,26.500000,26.610001,26.610001,117600
2018-02-06,26.450001,26.830000,25.520000,26.680000,26.680000,110600
2018-02-07,26.670000,27.600000,26.520000,27.129999,27.129999,53900
2018-02-08,27.090000,27.299999,26.219999,26.299999,26.299999,57200
2018-02-09,26.700001,26.950001,26.020000,26.540001,26.540001,49900
2018-02-12,26.760000,27.200001,26.260000,27.059999,27.059999,59200
2018-02-13,26.920000,27.459999,26.900000,27.370001,27.370001,30200
2018-02-14,27.080000,28.250000,27.080000,27.870001,27.870001,49600
2018-02-15,28.100000,28.590000,27.940001,28.510000,28.510000,36600
2018-02-16,28.379999,28.809999,27.830000,28.459999,28.459999,29800
2018-02-20,28.270000,29.040001,27.990000,28.190001,28.190001,39900
2018-02-21,28.110001,28.879999,27.920000,28.280001,28.280001,67300
2018-02-22,28.469999,28.950001,28.090000,28.469999,28.469999,30500
2018-02-23,28.690001,28.690001,28.080000,28.270000,28.270000,21400
2018-02-26,28.340000,29.450001,28.340000,29.320000,29.320000,39000
2018-02-27,29.420000,29.889999,28.340000,28.490000,28.490000,42900
2018-02-28,28.629999,29.770000,28.139999,28.139999,28.139999,49000
2018-03-01,27.799999,29.969999,27.450001,28.610001,28.610001,63000
2018-03-02,28.379999,29.230000,28.020000,29.129999,29.129999,30900
2018-03-05,28.980000,29.799999,28.980000,29.700001,29.700001,39700
2018-03-06,29.820000,30.000000,28.910000,29.459999,29.459999,44100
2018-03-07,29.170000,30.840000,29.170000,30.480000,30.480000,44000
2018-03-08,30.459999,30.930000,29.930000,30.500000,30.500000,35500
2018-03-09,30.709999,30.980000,30.450001,30.840000,30.840000,52400
2018-03-12,30.870001,31.500000,30.450001,30.750000,30.750000,41700
2018-03-13,31.090000,31.370001,30.309999,30.600000,30.600000,83000
2018-03-14,30.820000,30.820000,29.500000,29.549999,29.549999,36300
2018-03-15,29.680000,30.379999,29.150000,29.680000,29.680000,39500
2018-03-16,29.700001,30.040001,29.150000,29.629999,29.629999,62100
2018-03-19,29.500000,29.860001,29.080000,29.450001,29.450001,38400
2018-03-20,29.450001,29.860001,29.219999,29.639999,29.639999,31700
2018-03-21,29.610001,29.969999,29.100000,29.430000,29.430000,31900
2018-03-22,29.120001,29.820000,28.570000,28.760000,28.760000,38100
2018-03-23,28.809999,29.500000,28.590000,28.860001,28.860001,44100
2018-03-26,29.370001,30.330000,29.129999,30.120001,30.120001,37600
2018-03-27,30.200001,30.900000,29.400000,29.680000,29.680000,48300
